date,open,high,low,close,volume,sma_10,sma_20,ema_10,ema_20
2018-01-01,38.66999816894531,42.97999954223633,38.43000030517578,41.540000915527344,504812100,41.54,41.54,41.54,41.54
2018-02-01,41.09000015258789,45.88999938964844,37.349998474121094,44.779998779296875,703752400,43.16,43.16,44.78,44.78
2018-03-01,44.68000030517578,46.15999984741211,41.58000183105469,42.88999938964844,597830400,43.07,43.07,42.89,42.89
2018-04-01,42.52000045776367,45.34000015258789,40.189998626708984,44.290000915527344,491494900,43.38,43.38,44.29,44.29
2018-05-01,43.90999984741211,46.369998931884766,42.52000045776367,42.709999084472656,500681500,43.24,43.24,42.71,42.71
2018-06-01,42.90999984741211,44.810001373291016,41.810001373291016,43.029998779296875,463650000,43.21,43.21,43.03,43.03
2018-07-01,42.560001373291016,43.83000183105469,40.939998626708984,42.290000915527344,450479900,43.08,43.08,42.29,42.29
2018-08-01,41.9900016784668,47.83000183105469,41.20000076293945,47.77000045776367,441384400,43.66,43.66,47.77,47.77
2018-09-01,47.84000015258789,49.060001373291016,46.439998626708984,48.650001525878906,365543500,44.22,44.22,48.65,48.65
2018-10-01,49.0,49.470001220703125,42.939998626708984,45.75,549746900,44.37,44.37,44.37,45.75
2018-11-01,45.66999816894531,48.439998626708984,44.08000183105469,47.869998931884766,526861100,45.0,44.69,45.01,47.87
2018-12-01,48.31999969482422,49.13999938964844,40.25,43.33000183105469,606735800,44.86,44.58,44.7,43.33
2019-01-01,42.279998779296875,47.380001068115234,40.959999084472656,47.290000915527344,442759300,45.3,44.78,45.17,47.29
2019-02-01,47.369998931884766,51.959999084472656,46.29999923706055,51.77000045776367,426421600,46.05,45.28,46.37,51.77
2019-03-01,52.0,54.22999954223633,50.5099983215332,53.9900016784668,432755900,47.17,45.86,47.76,53.99
2019-04-01,54.47999954223633,57.529998779296875,54.38999938964844,55.95000076293945,349640500,48.47,46.49,49.25,55.95
2019-05-01,56.0,56.83000183105469,51.060001373291016,52.029998779296875,514801500,49.44,46.82,49.75,52.03
2019-06-01,52.04999923706055,58.150001525878906,51.4900016784668,54.72999954223633,535897200,50.14,47.26,50.66,54.73
2019-07-01,55.2599983215332,58.2599983215332,54.22999954223633,55.400001525878906,325942200,50.81,47.69,51.52,55.4
2019-08-01,55.84000015258789,56.88999938964844,46.0,46.810001373291016,509693100,50.92,47.64,50.66,47.64
2019-09-01,46.630001068115234,50.29999923706055,46.20000076293945,49.40999984741211,369072000,51.07,48.04,50.44,47.81
2019-10-01,49.650001525878906,49.869998931884766,45.54999923706055,47.5099983215332,403870500,51.49,48.17,49.9,47.78
2019-11-01,46.849998474121094,48.97999954223633,44.439998626708984,45.310001373291016,437190200,51.29,48.29,49.07,47.55
2019-12-01,45.25,48.369998931884766,43.400001525878906,47.959999084472656,424411900,50.91,48.48,48.87,47.59
