date,open,high,low,close,volume,sma_10,sma_20,ema_10,ema_20
2018-01-01,10.420000076293944,13.850000381469728,10.34000015258789,13.739999771118164,1335288900,13.74,13.74,13.74,13.74
2018-02-01,13.619999885559082,13.84000015258789,10.630000114440918,12.109999656677246,1103985800,12.92,12.92,12.11,12.11
2018-03-01,12.260000228881836,12.81999969482422,9.789999961853027,10.050000190734863,1483511900,11.97,11.97,10.05,10.05
2018-04-01,9.989999771118164,11.359999656677246,9.039999961853027,10.880000114440918,1163360900,11.69,11.69,10.88,10.88
2018-05-01,10.829999923706056,13.949999809265137,10.770000457763672,13.729999542236328,1020602700,12.1,12.1,13.73,13.73
2018-06-01,13.979999542236328,17.34000015258789,13.920000076293944,14.989999771118164,1632781900,12.58,12.58,14.99,14.99
2018-07-01,14.800000190734863,20.18000030517578,14.739999771118164,18.329999923706055,1456419400,13.4,13.4,18.33,18.33
2018-08-01,18.34000015258789,27.299999237060547,18.0,25.170000076293945,2201119100,14.87,14.87,25.17,25.17
2018-09-01,25.6200008392334,34.13999938964844,25.56999969482422,30.88999938964844,3063055900,16.65,16.65,30.89,30.89
2018-10-01,30.690000534057617,31.90999984741211,16.170000076293945,18.209999084472656,2655213100,16.81,16.81,16.81,18.21
2018-11-01,18.40999984741211,22.219999313354492,17.18000030517578,21.299999237060547,2140346900,17.57,17.22,17.63,21.3
2018-12-01,22.479999542236328,23.75,16.030000686645508,18.459999084472656,1981674300,18.2,17.32,17.78,18.46
2019-01-01,18.010000228881836,25.13999938964844,16.940000534057617,24.40999984741211,2311913200,19.64,17.87,18.98,24.41
2019-02-01,24.61000061035156,25.520000457763672,22.270000457763672,23.530000686645508,1301360800,20.9,18.27,19.81,23.53
2019-03-01,23.969999313354492,28.11000061035156,21.040000915527344,25.520000457763672,1499160400,22.08,18.75,20.85,25.52
2019-04-01,26.420000076293945,29.950000762939453,25.829999923706055,27.6299991607666,1275793800,23.34,19.31,22.08,27.63
2019-05-01,28.950000762939453,29.670000076293945,26.030000686645508,27.40999984741211,1675142900,24.25,19.79,23.05,27.41
2019-06-01,28.75,34.29999923706055,27.290000915527344,30.3700008392334,1578306600,24.77,20.37,24.38,30.37
2019-07-01,31.790000915527344,34.86000061035156,30.100000381469727,30.450000762939453,1155856000,24.73,20.9,25.48,30.45
2019-08-01,30.5,35.54999923706055,27.649999618530273,31.450000762939453,1645672800,26.05,21.43,26.57,21.43
2019-09-01,30.829999923706055,32.04999923706055,28.350000381469727,28.989999771118164,1012749700,26.82,22.19,27.01,22.15
2019-10-01,29.049999237060547,34.34000015258789,27.43000030517578,33.93000030517578,1067281800,28.37,23.28,28.27,23.27
2019-11-01,34.369998931884766,41.790000915527344,34.099998474121094,39.150001525878906,1202279900,29.84,24.74,30.25,24.79
2019-12-01,39.31999969482422,47.310001373291016,37.150001525878906,45.86000061035156,982440800,32.08,26.49,33.09,26.79
